step,task,chosen,correct,regret
1858,C_dense_support,policy,1.0,0.0
1859,C_dense_support,policy,1.0,0.0
1860,A_fixed_goal,protomem,1.0,0.0
1861,A_fixed_goal,policy,1.0,0.0
1862,A_fixed_goal,policy,1.0,0.0
1863,A_fixed_goal,protomem,1.0,0.0
1864,A_fixed_goal,protomem,1.0,0.0
1865,A_fixed_goal,policy,1.0,0.0
1866,A_fixed_goal,protomem,1.0,0.0
1867,A_fixed_goal,protomem,1.0,0.0
1868,A_fixed_goal,protomem,1.0,0.0
1869,A_fixed_goal,protomem,1.0,0.0
1870,A_fixed_goal,policy,1.0,0.0
1871,A_fixed_goal,policy,1.0,0.0
1872,A_fixed_goal,policy,1.0,0.0
1873,A_fixed_goal,protomem,1.0,0.0
1874,A_fixed_goal,paramcomp,1.0,0.0
1875,A_fixed_goal,protomem,1.0,0.0
1876,A_fixed_goal,goalinfer,1.0,0.0
1877,A_fixed_goal,protomem,1.0,0.0
1878,A_fixed_goal,protomem,1.0,0.0
1879,A_fixed_goal,protomem,1.0,0.0
1880,A_fixed_goal,policy,1.0,0.0
1881,A_fixed_goal,policy,1.0,0.0
1882,A_fixed_goal,protomem,1.0,0.0
1883,A_fixed_goal,protomem,1.0,0.0
1884,A_fixed_goal,protomem,1.0,0.0
1885,A_fixed_goal,policy,1.0,0.0
1886,A_fixed_goal,protomem,1.0,0.0
1887,A_fixed_goal,policy,1.0,0.0
1888,A_fixed_goal,protomem,1.0,0.0
1889,A_fixed_goal,protomem,1.0,0.0
1890,A_fixed_goal,protomem,1.0,0.0
1891,A_fixed_goal,protomem,1.0,0.0
1892,A_fixed_goal,goalinfer,1.0,0.0
1893,A_fixed_goal,policy,1.0,0.0
1894,A_fixed_goal,protomem,1.0,0.0
1895,A_fixed_goal,protomem,1.0,0.0
1896,A_fixed_goal,protomem,1.0,0.0
1897,A_fixed_goal,goalinfer,1.0,0.0
1898,A_fixed_goal,policy,1.0,0.0
1899,A_fixed_goal,policy,1.0,0.0
1900,C_dense_support,protomem,1.0,0.0
1901,C_dense_support,goalinfer,1.0,0.0
1902,C_dense_support,policy,1.0,0.0
1903,C_dense_support,protomem,1.0,0.0
1904,C_dense_support,protomem,1.0,0.0
1905,C_dense_support,protomem,1.0,0.0
1906,C_dense_support,policy,1.0,0.0
1907,C_dense_support,policy,1.0,0.0
1908,C_dense_support,policy,1.0,0.0
1909,C_dense_support,policy,1.0,0.0
1910,C_dense_support,protomem,1.0,0.0
1911,C_dense_support,policy,1.0,0.0
1912,C_dense_support,protomem,1.0,0.0
1913,C_dense_support,policy,1.0,0.0
1914,C_dense_support,protomem,1.0,0.0
1915,C_dense_support,policy,1.0,0.0
1916,C_dense_support,paramcomp,1.0,0.0
1917,C_dense_support,policy,1.0,0.0
1918,C_dense_support,policy,1.0,0.0
1919,C_dense_support,policy,1.0,0.0
1920,B_goal_transfer,protomem,1.0,0.0
1921,B_goal_transfer,protomem,1.0,0.0
1922,B_goal_transfer,protomem,1.0,0.0
1923,B_goal_transfer,protomem,1.0,0.0
1924,B_goal_transfer,policy,1.0,0.0
1925,B_goal_transfer,protomem,1.0,0.0
1926,B_goal_transfer,policy,1.0,0.0
1927,B_goal_transfer,protomem,1.0,0.0
1928,B_goal_transfer,policy,1.0,0.0
1929,B_goal_transfer,protomem,1.0,0.0
1930,B_goal_transfer,protomem,1.0,0.0
1931,B_goal_transfer,policy,1.0,0.0
1932,B_goal_transfer,policy,1.0,0.0
1933,B_goal_transfer,protomem,1.0,0.0
1934,B_goal_transfer,protomem,1.0,0.0
1935,B_goal_transfer,protomem,1.0,0.0
1936,B_goal_transfer,protomem,1.0,0.0
1937,B_goal_transfer,protomem,1.0,0.0
1938,B_goal_transfer,protomem,1.0,0.0
1939,B_goal_transfer,protomem,1.0,0.0
1940,C_dense_support,policy,1.0,0.0
1941,C_dense_support,protomem,1.0,0.0
1942,C_dense_support,policy,1.0,0.0
1943,C_dense_support,protomem,1.0,0.0
1944,C_dense_support,policy,1.0,0.0
1945,C_dense_support,policy,1.0,0.0
1946,C_dense_support,protomem,1.0,0.0
1947,C_dense_support,policy,1.0,0.0
1948,C_dense_support,goalinfer,1.0,0.0
1949,C_dense_support,protomem,1.0,0.0
1950,C_dense_support,protomem,1.0,0.0
1951,C_dense_support,protomem,1.0,0.0
1952,C_dense_support,protomem,1.0,0.0
1953,C_dense_support,paramcomp,1.0,0.0
1954,C_dense_support,policy,1.0,0.0
1955,C_dense_support,policy,1.0,0.0
1956,C_dense_support,policy,1.0,0.0
1957,C_dense_support,protomem,1.0,0.0
1958,C_dense_support,protomem,1.0,0.0
1959,C_dense_support,protomem,1.0,0.0
1960,D_hidden_goal,policy,0.0,1.0
1961,D_hidden_goal,goalinfer,1.0,0.0
1962,D_hidden_goal,policy,0.0,1.0
1963,D_hidden_goal,policy,0.0,1.0
1964,D_hidden_goal,goalinfer,1.0,0.0
1965,D_hidden_goal,policy,0.0,1.0
1966,D_hidden_goal,policy,0.0,1.0
1967,D_hidden_goal,policy,0.0,1.0
1968,D_hidden_goal,policy,0.0,1.0
1969,D_hidden_goal,policy,0.0,1.0
1970,D_hidden_goal,policy,0.0,1.0
1971,D_hidden_goal,policy,0.0,1.0
1972,D_hidden_goal,policy,0.0,1.0
1973,D_hidden_goal,policy,0.0,1.0
1974,D_hidden_goal,policy,0.0,1.0
1975,D_hidden_goal,policy,0.0,1.0
1976,D_hidden_goal,policy,1.0,0.0
1977,D_hidden_goal,policy,0.0,1.0
1978,D_hidden_goal,policy,0.0,1.0
1979,D_hidden_goal,policy,0.0,1.0
1980,A_fixed_goal,protomem,1.0,0.0
1981,A_fixed_goal,protomem,1.0,0.0
1982,A_fixed_goal,policy,1.0,0.0
1983,A_fixed_goal,protomem,1.0,0.0
1984,A_fixed_goal,protomem,1.0,0.0
1985,A_fixed_goal,policy,1.0,0.0
1986,A_fixed_goal,policy,1.0,0.0
1987,A_fixed_goal,policy,0.0,1.0
1988,A_fixed_goal,protomem,1.0,0.0
1989,A_fixed_goal,policy,1.0,0.0
1990,A_fixed_goal,policy,1.0,0.0
1991,A_fixed_goal,policy,1.0,0.0
1992,A_fixed_goal,policy,1.0,0.0
1993,A_fixed_goal,policy,0.0,1.0
1994,A_fixed_goal,protomem,1.0,0.0
1995,A_fixed_goal,policy,1.0,0.0
1996,A_fixed_goal,policy,0.0,1.0
1997,A_fixed_goal,policy,1.0,0.0
1998,A_fixed_goal,protomem,1.0,0.0
1999,A_fixed_goal,protomem,1.0,0.0
